,tweetText,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,like_to_view_ratio
273,"Most successful creators started because they didn’t have anyone to talk to about their “weird” interests, so they found those people online.",188,26,158,1676,87662,169,0.019118888457940728
260,Most of your problems aren’t problems. They’re a temporary emotional wave that normalizes with time.,235,25,543,3346,175671,368,0.019046968480853414
98,"There are 2 results from making mistakes:

1) Death by 1,000 paper cuts
2) Success by 1,000 failures

You are either a slave to or the master of the lessons that life presents at any low point of your life.",117,4,88,821,43126,139,0.019037239716180494
24,"The Art of Focus has been out for 4 days.

5600+ copies have been sold across digital, paperback, and audiobook versions.

Previously we sold 1700 Keepsake copies.

7300+ copies of the book are out circulating the world.

It was a childhood dream to become an author.

Thank you. https://t.co/nB4kfFhY13",189,10,75,1330,69915,134,0.019023099477937497
131,"When you have your priorities straight, 3-4 hours is more than enough time to finish your work for the day.",228,33,413,3442,181187,495,0.018996947904650997
170,"Write about your weaknesses.

Give yourself advice. Identify gaps in your thinking. Educate yourself on how to overcome them. Talk to yourself in public and let others benefit from your improvement.

Writing is how you gain awareness, authority, and clarity with one simple habit.",138,17,469,2740,144325,936,0.018984929845834057
147,"Become absolutely clear on:

- What you want (goal &amp; aim)
- How to get there (plan &amp; clarity)
- Why you want to (intention &amp; desire)

Most are stuck because they are assigned a goal they don’t want, given a plan that isn’t clear, and have zero desire to live someone else’s life.",148,12,633,3232,170247,1533,0.018984181806434183
254,"Your mind is a supercomputer.

Your attention is the RAM.

Thoughts, regrets, and tasks are the programs slowing your performance.

Writing, mindfulness, and focus are the reboot you can access at any time.",145,8,462,2602,137180,579,0.01896778
190,"You won’t make it without obsession.

But nobody starts out obsessed. They start out curious. They experiment. They build things. They break things, They fail. And eventually they can’t pull themselves away.

Curiosity turns into obsession with time and persistence.",176,28,796,4582,241640,1011,0.018962092368813112
86,Calmness is an always accessible state of mind that diffuses negative emotions and encourages positive ones.,180,4,215,1374,72510,142,0.01894911
405,Don’t apologize for offending people that can’t see the future that you do.,163,17,279,1693,89355,66,0.018946897207766773
189,"If you don’t have ideas, read.

If you have ideas, but can’t articulate them, write.

If you have ideas, and the clarity to execute, build.

Expand, organize, and focus your mind until your craziest ideas become reality.",159,22,1171,5833,308018,1796,0.018937205
361,"How to get out of your own head:

You can’t.

You are never not in your own head.

It’s not about getting out of your head.

It’s about ordering, filtering, and managing your thoughts so you don’t drown in chaos, anxiety, and overwhelm.",163,11,269,1645,86881,216,0.018933944
409,The only difference between you and the person more successful than you is the consistent intention behind the information they consume.,180,25,436,2410,127343,252,0.018925264835915598
546,Optimists don't worry about the future because they're the ones building it.,122,20,304,1791,94721,129,0.018908161864845178
860,Surround yourself with people that know their potential and are working every day to make it reality.,139,9,217,1326,70146,66,0.018903429988880335
221,Long walks are the secret to a lean body and mind.,240,34,499,4073,215500,391,0.018900232018561485
306,The only person that can stop you from living a meaningless existence is yourself.,205,7,244,1623,85963,99,0.018880216
571,"The reason people fail is they can’t lift the emotional weights required to achieve the goals they set.

Ego lifting goes far beyond the gym.",102,6,241,1480,78454,146,0.018864557575139572
381,"You’ve been forgotten countless times by old friends, teachers, and people you used to consider close to you.

You will continue to be forgotten.

While most will use this to justify their poor choices, you can use it as confidence to pursue the dream you've been putting off.",144,13,305,1810,96070,212,0.018840428853960655
582,"I see employment as a stepping stone.

Jobs are useful for skill acquisition, status, and opportunity.

But getting stuck in one is dangerous for your psyche which is wired to hunt. You become a monkey in a cubicle. It is against your nature.

Entrepreneurship is modern survival.",122,7,249,1665,88402,202,0.018834416
596,"You don't have a time problem. You have a clarity, efficiency, and prioritization problem.",147,31,511,2841,150951,328,0.018820676908400738
1014,"Don’t expect to tap into your creative potential if you’re never alone with yourself.

No work, no people, no information.

Sit with yourself, let thoughts trigger thoughts, and follow them down a rabbit hole of original discovery.",128,14,189,1389,73811,97,0.018818333310753138
156,"If you aren't clear on what you want, you can't communicate what you want to others.

This sets you up for a life of assumptions, expectations, and never getting what you want out of life. Nobody can help you and you can't help yourself.",154,8,225,1583,84136,345,0.018814776076827994
257,"You need a plan.

There isn’t any other way.

Because if you don’t have one, society does, and they’ve been planning your life for decades.",245,26,522,2914,154945,447,0.018806673335699766
561,You are as stuck as your mind is closed and will remain stuck until you decide to change it.,124,12,176,1209,64309,91,0.018799856940708144
419,The only pain greater than seeing what you are capable of is not seeing what you are capable of.,147,11,166,1072,57127,75,0.018765207345038247
479,Your potential is only as far as your vision and most people can only see as far as someone says they can.,184,14,381,2154,114834,141,0.018757511
493,"You are writing the code in your head that runs your life.

The way you speak to yourself. The way you interpret what others say. The thoughts and emotions you give too much power over your actions.

The quality of your life depends on the quality of code you let stick around.",146,18,293,1672,89160,260,0.018752803947958727
617,"95% of your problems are solved by ignoring them, because most peoples problems aren’t real. Then, true problems become visible. Focus on those. That’s when you stop being distracted and start making progress.",96,14,235,1398,74685,140,0.018718618196424983
606,"It's difficult to be bored when push into the unknown, discover a new potential for your life, and accept that the only way to reach that potential is to learn, practice, and build until it becomes reality.",92,5,157,929,49647,87,0.018712107
122,Most people grow physically but not mentally because they get trapped in the comfortable path that society laid out for them at birth.,148,5,190,1307,69851,142,0.018711256818084207
39,"When your habits start to slip the effects are almost unnoticeable (making it seem like you didn't need them in the first place).

Slowly, then all at once, you'll wonder why you look, feel, and think like shit.",155,6,129,1167,62409,237,0.018699226073162524
737,Surround yourself with people that know their potential and won't accept anything less than an exceptional life.,141,7,236,1369,73225,77,0.018695800614544213
266,"If you aren't pushing your own boundaries in any area of life, you are not growing (and you are not staying the same).

You are slowly dying in a bubble of comfort, familiarity, and repetition.",189,14,332,2160,115580,402,0.018688354
672,"If you don't program your mind for success, it will be programmed for mediocrity.",155,17,521,2567,137372,186,0.018686486329091808
423,"If you don't even remember the last 10 posts you read:

1) Stop worrying about what people will think of your writing.

2) Write consistently, for years, because you'll be forgotten in an instant.

3) Repeat yourself often so your readers actually receive your main lessons.",154,5,117,1127,60312,155,0.018686165273909008
445,"If your goal is freedom, stop it with the side hustle obsession. ""Side hustle"" screams that you are thinking small and don't want to make more than you already do. Start a business to pursue your lifes work. Dedicate what time you have to it. See it through for a decade, minimum.",145,12,224,1780,95516,231,0.018635621257171574
464,"Nobody is coming to save you.

Not your friends.
Not your family.
Not the government

They can offer advice and tools.

But at the end of the day, it's up to you to change your mind, view your situation from a new perspective, and act regardless of how you feel.",223,72,1170,4723,253697,571,0.018616696295186776
193,"How to clear your mind:

Walk more. Read more. Write more. Listen more. Lift more. Strategize more. Build more.

Scroll less. Indulge less. Criticize less. Ruminate less. Sit less. Procrastinate less.

Clarity is reserved for those who don't resist reality, but engage with it.",185,31,1191,5849,314239,1948,0.018613221
722,Money is a necessary pursuit until the point where you can shift your focus to what you enjoy spending time on.,98,7,124,882,47403,67,0.018606417315359787
123,"Learning is eating, building is digesting.",157,11,175,1184,63639,105,0.018604944
7,"You have to do what you want to figure out what you don't want to realize what you actually want.

The problem:

Most people think they want infinite pleasure when their core is crying out for something deeper.

They ignore the call to greatness and never get what they want.",141,6,102,959,51580,210,0.018592478
282,The source of most people’s lack of fulfillment is that they’ve never learned or built something that they chose to learn or build.,180,15,192,1450,78002,194,0.018589266941873284
152,You cannot advance to a better phase of life until you learn the lesson that life is trying to teach you in this one.,172,20,422,2643,142228,370,0.018582838822172848
42,"The mind craves order and security.

Most schools lack trust.
Most jobs lack fulfillment.
Most churches lack openness.

Most of the routes that brought guidance and meaning to our lives have been poisoned with excessive politics and profits.

Your future lies in your hands. https://t.co/qiWS01hVZP",79,7,92,664,35743,166,0.018577064
251,"You don't need motivation or discipline when you are the person who would take certain actions.

A bodybuilder doesn't need motivation to eat healthy. A gamer doesn't need discipline to stare at a screen all day.

Your identity creates your future, for better or worse.",139,9,224,1736,93558,311,0.018555335
948,"The best thing you can do for yourself is accept that you fucked up, not let it happen again, and embody that state of mind through action.",112,5,234,1431,77151,116,0.018548042
454,"You start in this world with nothing.

The problem:

As children we don’t know any better.

We adopt the skills, beliefs, and goals that others project on us, limiting our individual power and potential.

The game of life starts when you decide to restart and play your own way.",167,9,334,1723,92917,193,0.018543431
411,"It’s rare to find people that accept you as you are. They don’t want to change you. They don’t want to convert you. They don’t want to persuade you. If they like you, they stay around. If they don’t, they move on without hesitation. Savor these people.",140,11,259,1594,85998,141,0.018535314774762203
238,Be careful telling people about your goals. It releases dopamine similar to achieving them. Don't tell people what you are going to do. Tell people what you are doing.,223,52,854,5534,298710,1088,0.018526329885172912
47,Your skill set isn’t valuable if nobody knows about it.,240,47,333,2564,138425,321,0.018522666
114,"For most young people, it's impossible to know what you want by the age of 20, so society tells you what you want, and you don't question it.",193,10,163,1510,81555,203,0.018515112500766356
388,"Once you accept that people are going to judge you no matter what you do, but know they will forget about you in 10 seconds because attention spans are abysmal, it becomes easy to stop caring what others think.",218,42,629,3143,169758,375,0.018514591
402,"You’re allowed to ignore the news, drama, shiny objects, and almost everything that doesn’t serve the goal that keeps bugging you to be achieved. Because achieving that goal will enable you to give back 10x the value of any short term distraction.",120,9,188,1206,65212,126,0.018493528798380666
235,Force yourself into uncomfortable situations so you don't end up being 50 years old with the emotional maturity of a 15 year old.,193,32,738,4724,255456,736,0.018492421395465364
528,"Your knowledge is limited if you only get it from books. Trial, error, and experience open a new realm of profitability that distracted people can't fathom.",169,21,232,1567,84805,124,0.018477684
181,"You struggle to write about anything you want because you don't know how to make your interests interesting to your readers, and you don't realize that people can (and want to) become interested in new things. People remember and trust those who introduce them to new interests.",99,6,94,1036,56095,212,0.018468669
263,"You need 3 things:

1) A purpose - an aim for your life.

2) A path - a series of goals to achieve.

3) A priority - a lever to pull today.

If any of these are assigned to you by society – and not by your own creation – you will not feel fulfilled.",158,15,675,3423,185561,1248,0.018446764136860656
504,"Humans are meant to transcend, expand, and create. The physical world only allowed for so much growth, so we went mental. We've built digital libraries, nations, and tribes to ease the transition into virtual reality - that way we can transcend into a largely mental world.",101,6,208,898,48757,67,0.018417868203540005
579,"Good dopamine comes from hunting in the unknown. Discovering resources to build your ideal future.

When you get a job, dopamine spikes, but then you get stuck in the known. Repeating tasks until death.

Entrepreneurship is how you continue pushing into the meaningful unknown.",82,7,195,1285,69770,187,0.018417658019205963
556,"It helps to think of any goal you want to achieve as landing a skateboard trick. Like when you were a kid. Spending hours failing, failing, failing to the end of your wits. Then when you least expect it, you nail it.

Nothing happens, then everything happens.",147,18,179,1282,69620,139,0.018414249
427,"It’s easy to get lost in a routine.

It’s easy to get lost in spontaneity.

One leads to boredom, the other to anxiety.

A healthy cycle of both keeps life fresh and meaningful.",132,6,147,1196,65159,90,0.018355100600070597
225,"Success is not about status.

Success is about solving creative problems.

Trying to be successful to look good for other people leads you down a false path and makes you neurotic.

It never ends.

Successfully solving problems that create progress leads to fulfillment.",165,12,227,1649,89907,282,0.018341174769484023
591,"If you don't have money to invest, invest your time.

Set a goal to reveal what you don't know.

Study the skills that will bridge the gap.

Practice like your future depends on it.

Give yourself 6 months.

Soon enough, you can invest money to buy back your time.",93,8,322,1664,90851,325,0.018315703734686464
451,"If you aren’t where you want to be in life the only three words you should focus on are build, iterate, and persist.",158,14,441,2709,147915,331,0.018314573
734,"Don’t forget that most of what you read, watch, or listen to is largely useless until tested against reality, in different situations, and with an open mind.",149,13,157,1075,58731,64,0.018303792
467,"Ideas are the building blocks of your future.

You must read, write, speak, contemplate, meditate, and break your habit with distractions that keep your mind depressed. That is the first step to a great life.

Then, relentlessly build with the ideas you filter as meaningful.",113,8,239,1444,78924,235,0.018296082307029546
192,"Your bad habits don’t seem worth quitting because you don’t have responsibilities (or prioritize those responsibilities) that deserve you at 100% capacity.

If the importance of those responsibilities outweighed the pleasure of your bad habits, you’d stop without question.",152,14,326,2049,112002,519,0.018294316172925484
80,"The backbone of good products, marketing, sales, self-improvement, and communication are tested systems for behavior change.

A system contains:

- A burning problem
- A desired outcome
- A path to get there
- A feedback mechanism

Anything you create, do it with this in mind.",104,5,118,946,51737,379,0.018284786516419585
526,"If you never contradict yourself, spark controversy, or make people feel uncomfortable you are not human. Instead, you are a robot programmed by a society that wants you soft and easy to control.",130,17,265,1550,84788,144,0.018280888805019577
403,"Don’t apologize for focusing on yourself.

It’s not selfish. Improving the value you have to offer is the most selfless thing you can do. But others will try to convince you to be like them. To give give give so they can fulfill the selfish need to feel good about themselves.",130,11,275,1481,81054,190,0.018271769437658843
512,"It bothers me how people can't understand that anything can be enjoyable.

Going to the gym, building a business, and cultivating a sovereign mind and body become enjoyable when you invest enough energy into them.

You don't need to poison yourself with pleasure to enjoy life.",170,13,320,1920,105115,179,0.018265708985396947
203,"The macronutrients of business:

- Brand
- Content
- Product
- Promotions

The micronutrients of business:

- Skill
- Creativity
- Knowledge
- Interests
- Experience
- Critical thinking
- Personality",112,6,246,1514,82945,439,0.018253059
717,1 hour of focus on the right thing is better than 14 hours of distraction on the wrong.,119,15,196,1364,74738,75,0.018250421472343386
386,"You don't have to chase pain and struggle, but you need to understand that you can't avoid it. There will be times in your life that suck, but they will suck less if you are aware that they're supposed to be there.",173,10,224,1379,75701,130,0.018216404010515053
413,"How to build a beautiful mind:

Train your mind like you would train your body, but with skill and information instead of weights and food.",135,5,273,1588,87241,166,0.018202451
284,"You don't have any interests because you haven't stepped into the unknown. All you know are the same goals, paths, and routines as everyone else. You haven't given yourself a chance to find your unique interests.",144,9,198,1475,81087,222,0.018190338771936314
584,"Reading is how you acquire new knowledge.

Reading is how you expand your worldview.

Reading is how you spot new opportunities.

Reading is how you train your focus.

Reading is how you absorb 10 years of experience in 8 hours.

When you're bored, pick up a book, not your phone.",196,42,539,2710,149110,321,0.018174502045469786
296,"If the good life is created by a series of high quality decisions, and high quality decisions only come from improvement after low quality decisions, then it is in your best interest to fail hard and often with a smile on your face.",177,14,276,1624,89377,199,0.018170222764245837
59,"If you're on the unconventional path, the best thing you can do is emulate others.

If you're on the conventional path, the worst thing you can do is emulate others.",157,6,93,1079,59398,163,0.018165594801171758
553,"You can’t plan for opportunities. They happen in an instant. And if you don’t have the vision, courage, or skill to take advantage of them, they will keep passing you by, and you will keep staying the same.",142,20,542,2352,129486,250,0.018164125851443398
45,"2 questions to a better life:

Who planted these goals in my head?
Am I sure I want to be pursuing them?",181,20,210,1619,89132,360,0.018164071265089978
28,"If you hate your work, and it comprises 1/3 of your life, and it drains your energy to enjoy the other 1/3, and you are asleep the other 1/3, there doesn't seem to be a higher priority than to build your own thing so you can quit building someone else’s.",137,11,209,1887,104111,452,0.018124885939045828
634,"4 hours of focused work brings more fulfillment, free time, and progress than 8 hours of distracted work.",101,16,422,2541,140247,184,0.018118034610365995
507,"If your income doesn't increase as your skill level does, maybe it's time to start building your own thing.",150,17,329,2325,128405,173,0.018106772
686,"Letting people win arguments is a skill.

Practice it.

You will realize that your ego loves to prove itself right, even when you are wrong. And the result is always a waste of precious time.

You will be happier if you put your attention, energy, and desire toward your goals.",169,15,267,1529,84583,162,0.018076918529728196
852,Unlearning is often more powerful than endless learning.,155,13,254,1625,89969,80,0.018061776834242906
353,Create the product that your past self would have wanted and sell it to people that are a few steps behind you.,114,6,152,1267,70273,202,0.018029684231497162
120,People focus more on reaching higher highs when the best signs of growth are higher lows.,183,19,220,1778,98829,256,0.017990671
385,"Most people are living in fear.

Fear that their boss won't like their work.

Fear that their friends won't approve of them.

Fear that their spouse will leave them.

This always backfires.

People can smell the neediness.

Live for your own approval, not others.",265,24,421,2613,145272,336,0.017986949
358,"Nobody is always happy. Nobody is always sad. Nobody is always winning, or losing.

Life unfolds in chapters and phases.

If you can remember this when times get hard, it becomes enjoyable to push through. Because you know that better times are on the horizon.",183,20,629,2838,157803,266,0.017984448964848576
418,"Step one is believing there’s a path to get what you want, because there is.

Step two is doing everything in your power to make it reality, because what the fuck else is there to do.",167,12,377,1952,108637,266,0.017968096
537,"Focus is a muscle.

You wouldn't train for 8-12 hours a day. You wouldn't avoid rest because it's crucial for growth.

Work like you train.

Focus for 1-2 hours. Give it your all. Keep your mental diet in check. And take your damn rest, because nobody is going to give it to you.",133,8,409,2240,124676,382,0.017966569347749366
326,Doing nothing with your life is much more painful than doing something with your life. It just takes longer for that pain to kick in.,198,20,356,2413,134329,207,0.017963358619508818
36,"'Who you are' is not static.

It changes at every moment.

Identifying with ideologies, mainstream drama, political stances, and other half-truths is self-limiting.

If 'who you are' becomes an immovable web of well-marketed ideas, you blind yourself to a higher quality of life.",133,13,111,882,49110,142,0.017959682
420,The reason you haven’t achieved a goal is that you aren’t the person that would have achieved the goal.,212,24,217,1739,96841,210,0.01795727
749,Writing is how you talk about your interests when you don’t have anyone to talk about them with.,139,16,179,1245,69363,94,0.017949051
668,"Health improves when you eliminate junk.

Business improves when you eliminate busy work.

Focus improves when you eliminate distractions.

Success becomes the only option when you remove everything that prevents you from achieving it.",152,9,249,1387,77322,198,0.017937973668554874
392,"All of your favorite business models, sales strategies, training programs, and mindset practices are made up and accepted as “the best way” of doing things. 

The secret to abnormal results in life is using them as guides, not law, and creating your own path.",112,8,86,793,44274,79,0.017911189
144,"In creative fields, most people pursue a degree, certifications, and credentials because it's the first and only route they were taught to prove their worth.

In reality, people don't care about a little status badge. They care about results and your ability to replicate them.",146,8,160,1059,59128,166,0.017910296306318494
92,"If the work doesn't require a gradual increase in the level of problems you solve, you risk getting trapped in a hard-to-escape bubble of comfort. And if the work consumes most of your life, your life won't end up good. So work to change the work, or work to create the work.",101,6,146,1116,62398,224,0.017885188627840637
1015,"Nobody is coming to save you.

Not your parents.
Not your best friend.
Not the government.
Not your favorite book.

They can offer a helping hand, sure, but the choice to improve is yours and yours alone.",177,38,942,4039,225951,290,0.017875557
544,"Good writing demands a good life. 

People want a story. The struggle. The conflict. The breakthrough.

You can't hit a roadblock without a goal. You can't gain insight without a roadblock. You can't do nothing with your life and expect to have something worth writing about.",119,3,140,1104,61772,173,0.017872175
75,Don't let miserable people agitate you to the point of being miserable.,179,20,253,1702,95295,173,0.017860328453748884
458,"Everyone wants to change the world but nobody wants to change themself, because that alone is the lifelong commitment to pain, struggle, and emotional variance that changes the world like an eternal ripple in water.",175,18,475,2412,135293,186,0.017827973361519072
941,"Failure is a guarantee.

Struggle is a guarantee.

Suffering is a guarantee.

The people that accept this achieve greatness. The people that don't have their pains amplified.",143,19,420,2195,123177,191,0.017819885
11,"Do what you're told. Question nothing. Get offended by everything. Lash out at people who don't conform.

Most people are a line of code in society.",199,9,139,1262,70852,130,0.017811777
2,"The greatest skill is writing because:

1) It forces you to articulate your value

3) It can be repurposed into any other medium

4) It enhances any other skill you acquire

5) It brings immense mental clarity

Learn to write:
https://t.co/72wx1TNx0R",105,7,91,709,39809,268,0.017810042955110652
933,"It's called ""execution"" because you are acting toward a life that requires your past self, limiting beliefs, and others' criticisms to die so that you can evolve.",87,7,129,839,47142,90,0.017797293284120316
534,Stop feeling bad about taking rest in a world that glorifies overwork. It should be obvious that you don’t want to end up like them.,136,11,331,1905,107067,137,0.017792597158788424
303,It’s hard to be distracted when the pain of real problems outweigh the pain of boredom.,165,4,160,1175,66064,88,0.017785783
624,"Reading without writing is like eating without training. The excess gets stored as mental fat and you begin to feel sluggish, tired, and overwhelmed.",134,14,250,1698,95508,217,0.017778615
417,"Most people have not realized that emotions come from your interpretation of a situation, not the situation itself. So most people have not realized they can control their emotions, rather than be controlled by them.",175,15,355,1804,101486,266,0.017775850856275744
407,"If people don’t understand why you make the choices you do, you’re an outlier. You aren’t like 99% of people doomed to an average life. You are either on the wrong path and must learn from your mistakes, or you are on the right path and must ignore almost everyone’s opinions.",158,14,289,1613,90777,207,0.017768818
150,"“You’ve changed.”

So have you, but your mind is holding on for dear life to not let go of the identity that holds you back.",135,2,112,987,55566,114,0.017762660619803475
471,Physical strength is built through progressive overload of weight. Mental strength is built by the progressive overload of responsibility. Life gets better when you gradually increase your holistic stress tolerance.,164,25,880,4258,239871,619,0.017751208
527,"Your time is finite. And if you rely on renting out your time, your money will be finite. Rich people figure out a way to detach from time. If you want to earn while you sleep, you must leverage people, technology, or ideas that spread without personal effort.",113,10,243,1677,94518,285,0.017742652193233035
705,"You're bored because you're comfortable.

You're comfortable because you're scared of change.

You're scared of change because you lack perspective.

Don't change everything at once.
Change one thing at a time.
But don't aim small.

Big irrational goals.
Small rational steps.",134,20,643,2802,158083,513,0.017724866051378074
701,"When you lose direction, you need clarity.

Pull out a notebook. Spill your mental chaos into it. Dissect it. Understand it. Flip the page. Organize it.

Set your mind on a meaningful future. Focus your attention on the present. Bridge the gap with a plan.

Then, take the leap.",104,11,272,1473,83151,295,0.017714759894649493
389,"If you're going to start eventually, everything you do from now to then is either an excuse or a distraction.",156,22,358,2206,124591,263,0.017705933815444132
497,"You are the product of your environment, and few people realize the power of being able to pick a new digital environment regardless of where they live.",147,16,276,1737,98131,148,0.017700828
94,"Conformity is following others' footsteps, curiosity is creating your own.",136,10,172,1157,65406,126,0.017689508607772988
710,"The person that puts off their future for cheap pleasures will suffer now and more when they are finally forced to act.

The person that takes responsibility for their future will find joy in the challenge and eliminate the pain before it becomes to heavy to carry.",120,6,221,1197,67683,137,0.017685386
279,"Someone is doing the exact same thing as you, but for themselves instead of a boss, and making an income that is decided by themselves instead of a boss.",128,6,112,1064,60266,105,0.017655062556001726
598,"You are what you consume.

Feed your mind the information it needs. Feed your body the nutrition it needs. Feed your spirit the connection it needs.

Be intentional.

If you don't pay attention to what you do, you won't be happy with who you become.",107,17,384,1781,100878,217,0.017654989
259,"Resistance is your sign to dive in.

Launch even if you think it won’t sell. Approach even if you think you’ll get rejected. Start even if you think people won’t support you.

What most people fear is what makes few people great.",196,13,278,1846,104642,404,0.017641100131878213
261,"My mornings are never bad when I go on a morning walk to:

- Contemplate the intention for the day
- Write out 2-3 priority tasks for the morning
- Deep breathing as a walking meditation

Then, brew a coffee and get straight into the tasks that win the day before most wake up.",166,10,96,1278,72467,201,0.017635613451640057
536,"The good life is about 2 things:

1) Understanding the laws of nature and how to flow with the highs and lows.

2) Pursuing a purpose or life’s work to gain clarity and direction.

Without one or the other, you will be tossed around by life and wonder why you feel miserable.",112,7,214,1128,63987,216,0.017628581
729,"Chances are you already know what makes you happy, but someone convinced you otherwise (and you listened). So you continue chasing things that make you unhappy. Snap out of it.",100,4,137,838,47585,74,0.017610591572974676
922,Don't expect anything in return for being a decent person. Just be one. Life finds a way to reward the people that put good into it.,141,14,408,2004,113858,85,0.017600871260693145
616,"Business is the what.

Vision is the why.

Skill is the how.",108,4,453,2322,132076,322,0.017580786819709864
124,"If you keep finding yourself surrounded by people you despise, they aren't the problem, you are.

Opposites don't attract in human nature.

People hate change, so they latch onto people at their same level to justify staying the same.",136,10,169,1296,73791,218,0.017563117
346,Imagine knowing you only have one chance in this body but not taking it seriously because you think in days rather than decades.,145,11,268,1870,106480,211,0.017561983
567,"Humans have evolved as parts of a whole.

You are a part of society.
You are a part of your tribe.
You are a part of your purpose.
You are a part of your relationships.

The ""lone wolf"" mind is powerful at times, but shared minds give you the resources to achieve bigger goals.",116,6,154,1067,60803,103,0.017548476
379,your best work happens when you limit how much you work and maximize how much you live.,160,10,206,1700,96915,128,0.017541144
436,"When you solve your own problems and sell the solution, you can guarantee that those problems exist on the global scale, and rest well knowing that you are making a difference.",123,5,143,1159,66087,150,0.017537488462178643
829,The risk of building your own thing is nothing compared to the risk of playing it safe.,136,12,258,1621,92548,88,0.017515235337338463
523,"You learn replaceable skills through study.

You learn irreplaceable skills through experience.

Most people get trapped never using the skills they learn and learning skills they'll never use.",142,11,358,1772,101178,183,0.017513688746565458
574,"Growth is a result of taking on more than your current self can handle, leaning into the discomfort, and creating the character that will make that level sustainable through habit formation and skill acquisition.",127,19,543,2272,129870,326,0.017494417494417495
793,Even when you think you're competing with others you are competing with your distracted mind.,181,20,273,1749,100013,136,0.017487727
691,"Stop trying to figure out what to do.

Start trying to figure out what not to do.

It's a sad and easily observable fact that 95% of the population are distracted, puppets to their conditioning, and aren't doing anything notable.

Watch what they do.
Avoid what they do.",120,9,149,1148,65669,135,0.017481612328495943
